org.jvnet.staxex:Base64Data$Base64StreamingDataHandler:final:org.jvnet.staxex.StreamingDataHandler::<init>::2:org.jvnet.staxex.Base64Data,javax.activation.DataSource:void::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:<init>:public:1:java.net.URL:void::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:<init>:public:1:javax.activation.DataSource:void::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:readOnce:public,abstract:0::java.io.InputStream::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:moveTo:public,abstract:1:java.io.File:void::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:close:public,abstract:0::void::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:getHrefCid:public:0::java.lang.String::3PP
org.jvnet.staxex:StreamingDataHandler:public,abstract:javax.activation.DataHandler:java.io.Closeable:setHrefCid:public:1:java.lang.String:void::3PP
org.jvnet.staxex:XMLStreamReaderEx:public,abstract,interface::javax.xml.stream.XMLStreamReader:getPCDATA:public,abstract:0::java.lang.CharSequence::3PP
org.jvnet.staxex:XMLStreamReaderEx:public,abstract,interface::javax.xml.stream.XMLStreamReader:getNamespaceContext:public,abstract:0::org.jvnet.staxex.NamespaceContextEx::3PP
org.jvnet.staxex:XMLStreamReaderEx:public,abstract,interface::javax.xml.stream.XMLStreamReader:getElementTextTrim:public,abstract:0::java.lang.String::3PP
org.jvnet.staxex:MtomEnabled:public,abstract,interface:::addBinaryText:public,abstract:1:byte[]:org.jvnet.staxex.BinaryText::3PP
org.jvnet.staxex:MtomEnabled:public,abstract,interface:::addBinaryText:public,abstract:2:java.lang.String,byte[]:org.jvnet.staxex.BinaryText::3PP
org.jvnet.staxex:MtomEnabled:public,abstract,interface:::addBinaryText:public,abstract:2:java.lang.String,javax.activation.DataHandler:org.jvnet.staxex.BinaryText::3PP
org.jvnet.staxex:NamespaceContextEx:public,abstract,interface::javax.xml.namespace.NamespaceContext,java.lang.Iterable:iterator:public,abstract:0::java.util.Iterator::3PP
